No,SSA,VMI,VME,T,P,G
1215,803,0.2068,0.2632,30,0.36,0.541
1216,803,0.2068,0.2632,30,0.24,0.394
1217,803,0.2068,0.2632,30,0.125,0.234
1218,1100,0.3787,0,25,1,1.46
1219,1100,0.3787,0,25,0.933,1.412
1220,1100,0.3787,0,25,0.8,1.31
1221,1100,0.3787,0,25,0.732,1.256
1222,1100,0.3787,0,25,0.6,1.12
1223,1100,0.3787,0,25,0.532,1.043
1224,1100,0.3787,0,25,0.4,0.868
1225,1100,0.3787,0,25,0.33,0.757
1226,1100,0.3787,0,25,0.2685,0.6495
1227,1100,0.3787,0,25,0.1879,0.4941
1228,1100,0.3787,0,25,0.0981,0.2874
1229,1130,0.4509,0,25,1,1.55
1230,1130,0.4509,0,25,0.933,1.527
1231,1130,0.4509,0,25,0.8,1.457
1232,1130,0.4509,0,25,0.733,1.406
1233,1130,0.4509,0,25,0.667,1.35
1234,1130,0.4509,0,25,0.6,1.28556
1235,1130,0.4509,0,25,0.535,1.205
1236,1130,0.4509,0,25,0.4,1.017
1237,1130,0.4509,0,25,0.332,0.9
1238,1130,0.4509,0,25,0.214,0.655
1239,1130,0.4509,0,25,0.1,0.3461
1240,1230,0.4547,0,25,1,1.5
1241,1230,0.4547,0,25,0.933,1.451
1242,1230,0.4547,0,25,0.8,1.338
1243,1230,0.4547,0,25,0.733,1.272
1244,1230,0.4547,0,25,0.6,1.126
1245,1230,0.4547,0,25,0.534,1.043
1246,1230,0.4547,0,25,0.47,0.955
1247,1230,0.4547,0,25,0.4,0.86
1248,1230,0.4547,0,25,0.33,0.743
1249,1230,0.4547,0,25,0.214,0.534
1250,1340,0.4649,0,25,1,1.5
1251,1340,0.4649,0,25,0.931,1.447
1252,1340,0.4649,0,25,0.797,1.32
1253,1340,0.4649,0,25,0.732,1.26
1254,1340,0.4649,0,25,0.6,1.1
1255,1340,0.4649,0,25,0.53,1.02
1256,1340,0.4649,0,25,0.4,0.84
1257,1340,0.4649,0,25,0.327,0.724
1258,1340,0.4649,0,25,0.212,0.514
1259,1340,0.4649,0,25,0.094,0.261
1260,1960,0.7297,0,25,1,1.24
1261,1960,0.7297,0,25,0.935,1.19
1262,1960,0.7297,0,25,0.8,1.08
1263,1960,0.7297,0,25,0.734,1.02
1264,1960,0.7297,0,25,0.6,0.886
1265,1960,0.7297,0,25,0.534,0.811
1266,1960,0.7297,0,25,0.4,0.652
1267,1960,0.7297,0,25,0.331,0.558
1268,1960,0.7297,0,25,0.215,0.391
1269,1960,0.7297,0,25,0.101,0.194
1270,1100,0.3787,0,0,1,2.262
1271,1100,0.3787,0,0,0.93,2.2
1272,1100,0.3787,0,0,0.8,2.065
1273,1100,0.3787,0,0,0.732,1.987
1274,1100,0.3787,0,0,0.6,1.8
1275,1100,0.3787,0,0,0.531,1.696
1276,1100,0.3787,0,0,0.4,1.45
1277,1100,0.3787,0,0,0.328,1.284
1278,1100,0.3787,0,0,0.213,0.97
1279,1100,0.3787,0,0,0.08,0.472
1280,1130,0.4509,0,0,1,2.522
1281,1130,0.4509,0,0,0.934,2.48
1282,1130,0.4509,0,0,0.8,2.365
1283,1130,0.4509,0,0,0.733,2.292
1284,1130,0.4509,0,0,0.6,2.1
1285,1130,0.4509,0,0,0.47,1.867
1286,1130,0.4509,0,0,0.4,1.716
1287,1130,0.4509,0,0,0.332,1.538
1288,1130,0.4509,0,0,0.215,1.164
1289,1130,0.4509,0,0,0.1,0.66677
1290,1230,0.4547,0,0,1,2.317
1291,1230,0.4547,0,0,0.932,2.24
1292,1230,0.4547,0,0,0.8,2.09
1293,1230,0.4547,0,0,0.73,2
1294,1230,0.4547,0,0,0.6,1.8
1295,1230,0.4547,0,0,0.53,1.678
1296,1230,0.4547,0,0,0.4,1.43
1297,1230,0.4547,0,0,0.327,1.25
1298,1230,0.4547,0,0,0.212,0.941
1299,1230,0.4547,0,0,0.08,0.4381
1300,1340,0.4649,0,0,1,2.35142
1301,1340,0.4649,0,0,0.931,2.27
1302,1340,0.4649,0,0,0.863,2.19
1303,1340,0.4649,0,0,0.731,2.01
1304,1340,0.4649,0,0,0.596,1.8
1305,1340,0.4649,0,0,0.53,1.68
1306,1340,0.4649,0,0,0.4,1.42
1307,1340,0.4649,0,0,0.333,1.265
1308,1340,0.4649,0,0,0.211,0.929
1309,1340,0.4649,0,0,0.079,0.438
1310,1960,0.7297,0,0,1,2.04375
1311,1960,0.7297,0,0,0.93,1.97
1312,1960,0.7297,0,0,0.865,1.88
1313,1960,0.7297,0,0,0.8,1.79
1314,1960,0.7297,0,0,0.732,1.71
1315,1960,0.7297,0,0,0.6,1.5
1316,1960,0.7297,0,0,0.532,1.38
1317,1960,0.7297,0,0,0.4,1.138
1318,1960,0.7297,0,0,0.328,0.989
1319,1960,0.7297,0,0,0.215,0.7105
1320,1960,0.7297,0,0,0.097,0.3675
1321,1800,0.7,0.18,25,1.2,2.04
1322,1800,0.7,0.18,25,1.11,1.94
1323,1800,0.7,0.18,25,1,1.8
1324,1800,0.7,0.18,25,0.9,1.678
1325,1800,0.7,0.18,25,0.8,1.551
1326,1800,0.7,0.18,25,0.71,1.42
1327,1800,0.7,0.18,25,0.59,1.25
1328,1800,0.7,0.18,25,0.5,1.1
1329,1800,0.7,0.18,25,0.41,0.948
1330,1800,0.7,0.18,25,0.314,0.769
1331,1800,0.7,0.18,25,0.193,0.524
1332,1800,0.7,0.18,25,0.1,0.31
1333,2420,0.94,0.23,25,1.2,1.66
1334,2420,0.94,0.23,25,1.11,1.56
1335,2420,0.94,0.23,25,1,1.44
1336,2420,0.94,0.23,25,0.895,1.33
1337,2420,0.94,0.23,25,0.8,1.22
1338,2420,0.94,0.23,25,0.71,1.113
1339,2420,0.94,0.23,25,0.593,0.953
1340,2420,0.94,0.23,25,0.5,0.831
1341,2420,0.94,0.23,25,0.41,0.703
1342,2420,0.94,0.23,25,0.314,0.562
1343,2420,0.94,0.23,25,0.223,0.416
1344,2420,0.94,0.23,25,0.132,0.256
1345,2420,0.94,0.23,25,0.1,0.205
1346,2640,1.02,0.26,25,1.2,1.932
1347,2640,1.02,0.26,25,1.11,1.83
1348,2640,1.02,0.26,25,1.02,1.71
1349,2640,1.02,0.26,25,0.925,1.584
1350,2640,1.02,0.26,25,0.804,1.42
1351,2640,1.02,0.26,25,0.714,1.296
1352,2640,1.02,0.26,25,0.625,1.164
1353,1770,0.68,0.23,25,1.2,1.79
1354,1770,0.68,0.23,25,1.11,1.704
1355,1770,0.68,0.23,25,1.01,1.6
1356,1770,0.68,0.23,25,0.93,1.5
1357,1770,0.68,0.23,25,0.807,1.35
1358,1770,0.68,0.23,25,0.716,1.23
1359,1770,0.68,0.23,25,0.6,1.08
1360,914.3,0.32,0.03,25,1,1.865
1361,914.3,0.32,0.03,25,0.895,1.75
1362,914.3,0.32,0.03,25,0.82,1.674
1363,914.3,0.32,0.03,25,0.715,1.553
1364,914.3,0.32,0.03,25,0.573,1.369
1365,914.3,0.32,0.03,25,0.5,1.26
1366,914.3,0.32,0.03,25,0.394,1.084
1367,914.3,0.32,0.03,25,0.2887,0.882
1368,914.3,0.32,0.03,25,0.217,0.718
1369,841.63,0.3,0.02,25,1,1.77
1370,841.63,0.3,0.02,25,0.894,1.661
1371,841.63,0.3,0.02,25,0.821,1.589
1372,841.63,0.3,0.02,25,0.713,1.464
1373,841.63,0.3,0.02,25,0.573,1.291
1374,841.63,0.3,0.02,25,0.5,1.186
1375,841.63,0.3,0.02,25,0.394,1.022
1376,841.63,0.3,0.02,25,0.2887,0.829
1377,841.63,0.3,0.02,25,0.217,0.675
1378,841.63,0.3,0.02,25,0.181,0.59
1379,841.63,0.3,0.02,25,0.105,0.383
1380,841.63,0.3,0.02,25,0.062,0.243
1381,423.91,0.15,0.01,25,1,1.333
1382,423.91,0.15,0.01,25,0.89,1.251
1383,423.91,0.15,0.01,25,0.816,1.196
1384,423.91,0.15,0.01,25,0.711,1.107
1385,423.91,0.15,0.01,25,0.568,0.957
1386,423.91,0.15,0.01,25,0.496,0.8715
1387,423.91,0.15,0.01,25,0.391,0.75
1388,423.91,0.15,0.01,25,0.312,0.659
1389,423.91,0.15,0.01,25,0.285,0.6
1390,423.91,0.15,0.01,25,0.214,0.478
1391,423.91,0.15,0.01,25,0.141,0.349
1392,423.91,0.15,0.01,25,0.108,0.272
1393,423.91,0.15,0.01,25,0.063,0.171
1394,2151,0.85,0.05,25,20,10.24
1395,2151,0.85,0.05,25,18,9.75
1396,2151,0.85,0.05,25,16,9.25
1397,2151,0.85,0.05,25,14,8.7
1398,2151,0.85,0.05,25,12,8.1
1399,2151,0.85,0.05,25,10,7.42
1400,2151,0.85,0.05,25,9,7.02
1401,2151,0.85,0.05,25,8,6.62
1402,2151,0.85,0.05,25,7,6.15
1403,2151,0.85,0.05,25,6,5.67
1404,2151,0.85,0.05,25,5,5.12
1405,2151,0.85,0.05,25,4,4.52
1406,1598,0.6,0.03,25,20,8.52
1407,1598,0.6,0.03,25,18,8.16
1408,1598,0.6,0.03,25,16,7.83
1409,1598,0.6,0.03,25,14,7.4
1410,1598,0.6,0.03,25,12,6.94
1411,1598,0.6,0.03,25,11,6.7
1412,1598,0.6,0.03,25,10,6.43
1413,1598,0.6,0.03,25,9,6.165
1414,1598,0.6,0.03,25,8,5.824
1415,1598,0.6,0.03,25,7,5.48
1416,1598,0.6,0.03,25,6,5.104
1417,1220,0.47,0,25,20,7.15
1418,1220,0.47,0,25,18,6.9
1419,1220,0.47,0,25,16,6.66
1420,1220,0.47,0,25,14,6.37
1421,1220,0.47,0,25,12,6.09
1422,1220,0.47,0,25,10,5.73
1423,1220,0.47,0,25,9,5.521
1424,1220,0.47,0,25,8,5.295
1425,1220,0.47,0,25,7,5.048
1426,1220,0.47,0,25,6,4.763
1427,1220,0.47,0,25,5,4.423
1428,1220,0.47,0,25,1,2.09
1429,1220,0.47,0,25,0.8,1.77
1430,1220,0.47,0,25,0.6,1.476
1431,1220,0.47,0,25,0.4,1.128
1432,1220,0.47,0,25,0.226,0.75
1433,1220,0.47,0,25,0.115,0.4423
1434,1220,0.47,0,25,0.058,0.2456
1435,593,0.22,0.03,25,1,0.44
1436,593,0.22,0.03,25,0.81,0.35
1437,593,0.22,0.03,25,0.61,0.281
1438,593,0.22,0.03,25,0.4,0.204
1439,593,0.22,0.03,25,0.22,0.11
1440,885,0.327,0.156,40,1,0.64
1441,885,0.327,0.156,40,0.91,0.58
1442,885,0.327,0.156,40,0.81,0.536
1443,885,0.327,0.156,40,0.71,0.487
1444,885,0.327,0.156,40,0.61,0.432
1445,885,0.327,0.156,40,0.51,0.373
1446,885,0.327,0.156,40,0.406,0.299
1447,885,0.327,0.156,40,0.305,0.234
1448,885,0.327,0.156,40,0.205,0.1604
1449,790,0.256,0.069,40,1,1.38
1450,790,0.256,0.069,40,0.915,1.3
1451,790,0.256,0.069,40,0.81,1.22
1452,790,0.256,0.069,40,0.71,1.12
1453,790,0.256,0.069,40,0.61,1.026
1454,790,0.256,0.069,40,0.51,0.92
1455,790,0.256,0.069,40,0.41,0.796
1456,790,0.256,0.069,40,0.305,0.655
1457,790,0.256,0.069,40,0.204,0.482
1458,790,0.256,0.069,40,0.1,0.284
1459,496,0.205,0.015,40,1,0.89
1460,496,0.205,0.015,40,0.915,0.85
1461,496,0.205,0.015,40,0.81,0.783
1462,496,0.205,0.015,40,0.71,0.718
1463,496,0.205,0.015,40,0.61,0.653
1464,496,0.205,0.015,40,0.51,0.596
1465,496,0.205,0.015,40,0.41,0.512
1466,496,0.205,0.015,40,0.31,0.41
1467,496,0.205,0.015,40,0.2,0.315
1468,496,0.205,0.015,40,0.103,0.193
1469,310,0.109,0.021,40,1,0.45
1470,310,0.109,0.021,40,0.91,0.405
1471,310,0.109,0.021,40,0.81,0.382
1472,310,0.109,0.021,40,0.71,0.351
1473,310,0.109,0.021,40,0.61,0.312
1474,310,0.109,0.021,40,0.506,0.281
1475,310,0.109,0.021,40,0.406,0.234
1476,310,0.109,0.021,40,0.306,0.189
1477,310,0.109,0.021,40,0.2,0.134
1478,1452,0.6,0.05,20,1,0.92
1479,1452,0.6,0.05,20,10,4.38
1480,1452,0.6,0.05,20,7,3.686
1481,1452,0.6,0.05,20,5,3.071
1482,1452,0.6,0.05,20,3,2.22
1483,1452,0.6,0.05,20,2,1.67
1484,809,0.32,0.07,20,1,1.14
1485,809,0.32,0.07,20,10,3.071
1486,809,0.32,0.07,20,7,2.775
1487,809,0.32,0.07,20,5,2.458
1488,809,0.32,0.07,20,3,2
1489,809,0.32,0.07,20,2,1.667
1490,809,0.32,0.07,20,1.5,1.43
1491,1215,0.5,0.229,20,1,0.58
1492,1215,0.5,0.229,20,0.934,0.55
1493,1215,0.5,0.229,20,0.8,0.5
1494,1215,0.5,0.229,20,0.734,0.47
1495,1215,0.5,0.229,20,0.669,0.435
1496,1215,0.5,0.229,20,0.6,0.41
1497,1215,0.5,0.229,20,0.533,0.374
1498,1215,0.5,0.229,20,0.468,0.338
1499,1215,0.5,0.229,20,0.4,0.3
1500,1215,0.5,0.229,20,0.336,0.26
1501,1215,0.5,0.229,20,0.269,0.218
1502,1215,0.5,0.229,20,0.2,0.174
1503,1215,0.5,0.229,20,0.1343,0.12128
1504,1215,0.5,0.229,20,0.0784,0.07186
1505,1215,0.5,0.229,20,0.03858,0.03652
1506,1966,0.82,0.502,20,1,0.87
1507,1966,0.82,0.502,20,0.935,0.82
1508,1966,0.82,0.502,20,0.868,0.776
1509,1966,0.82,0.502,20,0.8,0.731
1510,1966,0.82,0.502,20,0.734,0.683
1511,1966,0.82,0.502,20,0.667,0.632
1512,1966,0.82,0.502,20,0.6,0.584
1513,1966,0.82,0.502,20,0.534,0.529
1514,1966,0.82,0.502,20,0.468,0.475
1515,1966,0.82,0.502,20,0.4,0.419
1516,1966,0.82,0.502,20,0.334,0.36
1517,1966,0.82,0.502,20,0.267,0.294
1518,1966,0.82,0.502,20,0.2,0.2304
1519,1966,0.82,0.502,20,0.133,0.16
1520,1966,0.82,0.502,20,0.076,0.093
1521,1966,0.82,0.502,20,0.036,0.04812
1522,1482,0.56,0.561,20,1,0.6
1523,1482,0.56,0.561,20,0.934,0.568
1524,1482,0.56,0.561,20,0.866,0.543
1525,1482,0.56,0.561,20,0.8,0.514
1526,1482,0.56,0.561,20,0.734,0.485
1527,1482,0.56,0.561,20,0.668,0.454
1528,1482,0.56,0.561,20,0.6,0.426
1529,1482,0.56,0.561,20,0.536,0.392
1530,1482,0.56,0.561,20,0.468,0.358
1531,1482,0.56,0.561,20,0.4,0.3216
1532,1482,0.56,0.561,20,0.333,0.282
1533,1482,0.56,0.561,20,0.268,0.24
1534,1482,0.56,0.561,20,0.2,0.196
1535,1482,0.56,0.561,20,0.13505,0.14556
1536,1338,0.487,0.062,25,0.09,0.25
1537,1338,0.487,0.062,25,0.3,0.68
1538,1338,0.487,0.062,25,0.71,1.19
1539,1338,0.487,0.062,25,1,1.46
1540,1338,0.487,0.062,25,3.01,2.45
1541,1338,0.487,0.062,25,7.01,3.27
1542,1338,0.487,0.062,25,10,3.6
1543,1338,0.487,0.062,25,15,3.92
1544,1338,0.487,0.062,25,20,4.13
1545,1338,0.487,0.062,25,25,4.24
1546,1338,0.487,0.062,25,30,4.35
1547,1338,0.487,0.062,25,35,4.42
1548,1338,0.487,0.062,35,0.09,0.19
1549,1338,0.487,0.062,35,0.3,0.54
1550,1338,0.487,0.062,35,0.71,0.99
1551,1338,0.487,0.062,35,1,1.23
1552,1338,0.487,0.062,35,3.01,2.17
1553,1338,0.487,0.062,35,7.01,2.99
1554,1338,0.487,0.062,35,10,3.31
1555,1338,0.487,0.062,35,15,3.65
1556,1338,0.487,0.062,35,19.98,3.86
1557,1338,0.487,0.062,35,24.98,3.99
1558,1338,0.487,0.062,35,29.98,4.09
1559,1338,0.487,0.062,35,34.97,4.15
1560,1338,0.487,0.062,45,0.09,0.17
1561,1338,0.487,0.062,45,0.3,0.48
1562,1338,0.487,0.062,45,0.71,0.89
1563,1338,0.487,0.062,45,0.9,1.13
1564,1338,0.487,0.062,45,3.01,2.02
1565,1338,0.487,0.062,45,7.01,2.81
1566,1338,0.487,0.062,45,10,3.14
1567,1338,0.487,0.062,45,15,3.49
1568,1338,0.487,0.062,45,19.98,3.71
1569,1338,0.487,0.062,45,24.98,3.86
1570,1338,0.487,0.062,45,29.97,3.97
1571,1338,0.487,0.062,45,34.96,4.04
1572,582.92,0.24,0.04,25,1.2,1.108
1573,582.92,0.24,0.04,25,1.075,1.038
1574,582.92,0.24,0.04,25,1.01,1
1575,582.92,0.24,0.04,25,0.89,0.929
1576,582.92,0.24,0.04,25,0.827,0.893
1577,582.92,0.24,0.04,25,0.765,0.85
1578,582.92,0.24,0.04,25,0.7,0.806
1579,582.92,0.24,0.04,25,0.64,0.757
1580,582.92,0.24,0.04,25,0.5765,0.709
1581,582.92,0.24,0.04,25,0.514,0.656
1582,582.92,0.24,0.04,25,0.452,0.603
1583,582.92,0.24,0.04,25,0.388,0.542
1584,582.92,0.24,0.04,25,0.325,0.48
1585,582.92,0.24,0.04,25,0.263,0.41
1586,582.92,0.24,0.04,25,0.203,0.33
1587,446.87,0.18,0.035,25,1.2,0.91703
1588,446.87,0.18,0.035,25,1.076,0.859
1589,446.87,0.18,0.035,25,1.01,0.83
1590,446.87,0.18,0.035,25,0.952,0.8
1591,446.87,0.18,0.035,25,0.888,0.772
1592,446.87,0.18,0.035,25,0.827,0.738
1593,446.87,0.18,0.035,25,0.763,0.704
1594,446.87,0.18,0.035,25,0.7,0.668
1595,446.87,0.18,0.035,25,0.637,0.63
1596,446.87,0.18,0.035,25,0.577,0.586
1597,446.87,0.18,0.035,25,0.514,0.542
1598,446.87,0.18,0.035,25,0.452,0.5
1599,446.87,0.18,0.035,25,0.39,0.448
1600,446.87,0.18,0.035,25,0.325,0.4
1601,446.87,0.18,0.035,25,0.265,0.34
1602,446.87,0.18,0.035,25,0.201,0.274
1603,241.82,0.094,0.025,25,1.2,0.589
1604,241.82,0.094,0.025,25,1,0.538
1605,241.82,0.094,0.025,25,0.952,0.523
1606,241.82,0.094,0.025,25,0.827,0.485
1607,241.82,0.094,0.025,25,0.763,0.463
1608,241.82,0.094,0.025,25,0.701,0.441
1609,241.82,0.094,0.025,25,0.639,0.417
1610,241.82,0.094,0.025,25,0.577,0.39
1611,241.82,0.094,0.025,25,0.514,0.364
1612,241.82,0.094,0.025,25,0.45,0.33
1613,241.82,0.094,0.025,25,0.39,0.291
1614,241.82,0.094,0.025,25,0.325,0.255
1615,241.82,0.094,0.025,25,1.122,0.571
1616,241.82,0.094,0.025,25,1.06,0.555
1617,582.92,0.24,0.04,0,1.2,1.468
1618,582.92,0.24,0.04,0,1.074,1.38
1619,582.92,0.24,0.04,0,0.1,1.339
1620,582.92,0.24,0.04,0,0.95,1.304
1621,582.92,0.24,0.04,0,0.887,1.259
1622,582.92,0.24,0.04,0,0.826,1.207
1623,582.92,0.24,0.04,0,0.762,1.165
1624,582.92,0.24,0.04,0,0.7,1.109
1625,582.92,0.24,0.04,0,0.637,1.049
1626,582.92,0.24,0.04,0,0.574,0.9905
1627,582.92,0.24,0.04,0,0.512,0.931
1628,582.92,0.24,0.04,0,0.45,0.858
1629,582.92,0.24,0.04,0,0.389,0.784
1630,582.92,0.24,0.04,0,0.325,0.697
1631,582.92,0.24,0.04,0,0.262,0.6063
1632,582.92,0.24,0.04,0,0.2,0.509
1633,446.87,0.18,0.035,0,1.2,1.217
1634,446.87,0.18,0.035,0,1.074,1.154
1635,446.87,0.18,0.035,0,0.951,1.081
1636,446.87,0.18,0.035,0,0.89,1.039
1637,446.87,0.18,0.035,0,0.826,1
1638,446.87,0.18,0.035,0,0.764,0.962
1639,446.87,0.18,0.035,0,0.7,0.917
1640,446.87,0.18,0.035,0,0.637,0.872
1641,446.87,0.18,0.035,0,0.575,0.826
1642,446.87,0.18,0.035,0,0.514,0.767
1643,446.87,0.18,0.035,0,0.452,0.708
1644,446.87,0.18,0.035,0,0.387,0.645
1645,446.87,0.18,0.035,0,0.327,0.582
1646,446.87,0.18,0.035,0,0.262,0.498
1647,446.87,0.18,0.035,0,0.2,0.4144
1648,241.82,0.094,0.025,0,1.2,0.86
1649,241.82,0.094,0.025,0,1.12,0.837
1650,241.82,0.094,0.025,0,1.056,0.819
1651,241.82,0.094,0.025,0,0.993,0.798
1652,241.82,0.094,0.025,0,0.887,0.756
1653,241.82,0.094,0.025,0,0.824,0.732
1654,241.82,0.094,0.025,0,0.762,0.704
1655,241.82,0.094,0.025,0,0.7,0.672
1656,241.82,0.094,0.025,0,0.637,0.6345
1657,582.92,0.24,0.04,35,1.2,0.815
1658,582.92,0.24,0.04,35,1.077,0.773
1659,582.92,0.24,0.04,35,0.996,0.735
1660,446.87,0.18,0.035,35,1.12,0.659
1661,446.87,0.18,0.035,35,1.2,0.657
1662,446.87,0.18,0.035,35,1.123,0.63
1663,446.87,0.18,0.035,35,1.06,0.608
1664,446.87,0.18,0.035,35,1,0.588
1665,446.87,0.18,0.035,35,0.89,0.547
1666,446.87,0.18,0.035,35,0.828,0.521
1667,446.87,0.18,0.035,35,0.765,0.493
1668,446.87,0.18,0.035,35,0.7,0.467
1669,446.87,0.18,0.035,35,0.641,0.437
1670,446.87,0.18,0.035,35,0.578,0.406
1671,446.87,0.18,0.035,35,0.514,0.374
1672,446.87,0.18,0.035,35,0.452,0.338
1673,241.82,0.094,0.025,35,1.12,0.513
1674,241.82,0.094,0.025,35,1.2,0.511
1675,241.82,0.094,0.025,35,0.89,0.432
1676,241.82,0.094,0.025,35,0.826,0.411
1677,241.82,0.094,0.025,35,0.765,0.393
1678,241.82,0.094,0.025,35,0.7,0.371
1679,241.82,0.094,0.025,35,0.64,0.345
1680,241.82,0.094,0.025,35,0.578,0.3231
1681,1343,0.648,0.48,25,35,4.25
1682,1343,0.648,0.48,25,31.2,4.17
1683,1343,0.648,0.48,25,27.1,4.05
1684,1343,0.648,0.48,25,23.1,3.89
1685,1343,0.648,0.48,25,19.1,3.67
1686,1343,0.648,0.48,25,15,3.37
1687,1343,0.648,0.48,25,10.1,2.98
1688,1343,0.648,0.48,25,9.3,2.78
1689,1343,0.648,0.48,25,7.3,2.54
1690,1343,0.648,0.48,25,6.1,2.26
1691,1343,0.648,0.48,25,4.5,1.91
1692,1343,0.648,0.48,25,3,1.51
1693,1343,0.648,0.48,25,1.4,0.947
1694,536.5,0.286,0.034,0,1,1.7
1695,815.2,0.437,0.061,0,1,1.75
1696,1040.3,0.574,0.061,0,1,1.96
1697,1040.3,0.574,0.061,15,30,4.23
1698,1040.3,0.574,0.061,25,30,4.07
1699,1040.3,0.574,0.061,35,30,4.3
1700,1548,0.58,0.42,20,10,6.77
1701,1548,0.58,0.42,20,9.1,6.24
1702,1548,0.58,0.42,20,8,5.65
1703,1548,0.58,0.42,20,7,4.96
1704,1548,0.58,0.42,20,6.05,4.41
1705,1548,0.58,0.42,20,5,3.75
1706,1548,0.58,0.42,20,4.1,3.13
1707,1548,0.58,0.42,20,3.1,2.43
1708,1548,0.58,0.42,20,2,1.71
1709,800.5,0.368,0.135,20,10,5.96
1710,800.5,0.368,0.135,20,9,5.39
1711,800.5,0.368,0.135,20,8,4.93
1712,800.5,0.368,0.135,20,7.1,4.41
1713,800.5,0.368,0.135,20,6,3.86
1714,800.5,0.368,0.135,20,5,3.29
1715,800.5,0.368,0.135,20,3.9,2.7
1716,800.5,0.368,0.135,20,3.1,2.03
1717,800.5,0.368,0.135,20,2.1,1.369
1718,812.3,0.381,0.155,20,10,5.04
1719,812.3,0.381,0.155,20,9.6,4.91
1720,812.3,0.381,0.155,20,8.9,4.6
1721,812.3,0.381,0.155,20,7.8,4.12
1722,812.3,0.381,0.155,20,7,3.76
1723,812.3,0.381,0.155,20,6,3.35
1724,812.3,0.381,0.155,20,5,2.9
1725,812.3,0.381,0.155,20,4,2.42
1726,812.3,0.381,0.155,20,3.1,1.92
1727,812.3,0.381,0.155,20,2.1,1.415
1728,2336,0.958,0.473,30,35,10.49
1729,2336,0.958,0.473,30,30.1,9.96
1730,2336,0.958,0.473,30,25.1,9.28
1731,2336,0.958,0.473,30,20.1,8.42
1732,2336,0.958,0.473,30,16.3,7.66
1733,2336,0.958,0.473,30,13.4,6.91
1734,2336,0.958,0.473,30,10.6,5.84
1735,2336,0.958,0.473,30,7.1,4.64
1736,1822,0.749,0.365,30,35,8.55
1737,1822,0.749,0.365,30,30.5,8.21
1738,1822,0.749,0.365,30,25.1,7.64
1739,1822,0.749,0.365,30,20,6.9
1740,1822,0.749,0.365,30,15.3,6.1
1741,1822,0.749,0.365,30,11.2,5.19
1742,1822,0.749,0.365,30,8.8,4.53
1743,1668,0.625,0.416,30,35,7.9
1744,1668,0.625,0.416,30,30,7.51
1745,1668,0.625,0.416,30,25.2,7.12
1746,1668,0.625,0.416,30,20,6.4
1747,1668,0.625,0.416,30,15.4,5.76
1748,1668,0.625,0.416,30,10,4.64
1749,1668,0.625,0.416,30,7.1,3.8
1750,1668,0.625,0.416,30,5.2,3.1
1751,2021,1.123,0.176,30,35,6.64
1752,2021,1.123,0.176,30,30,6.41
1753,2021,1.123,0.176,30,25.5,6.07
1754,2021,1.123,0.176,30,20,5.37
1755,2021,1.123,0.176,30,15.2,4.72
1756,2021,1.123,0.176,30,12.3,4.25
1757,1438,0.761,0.163,30,35,6
1758,1438,0.761,0.163,30,30.1,5.6
1759,1438,0.761,0.163,30,25.3,5.161
1760,1438,0.761,0.163,30,20.6,4.69
1761,1438,0.761,0.163,30,15.3,3.96
1762,1261,0.55,0.225,30,35,5.07
1763,1261,0.55,0.225,30,31.3,4.9
1764,1261,0.55,0.225,30,25.2,4.51
1765,1261,0.55,0.225,30,20.2,4.17
1766,2637,0.7,0.72,25,29,13.04
1767,2637,0.7,0.72,25,25.8,12.25
1768,2637,0.7,0.72,25,22.4,11.42
1769,2637,0.7,0.72,25,19.4,10.61
1770,2637,0.7,0.72,25,15.7,9.71
1771,2637,0.7,0.72,25,12.5,8.66
1772,2637,0.7,0.72,25,10,7.68
1773,2637,0.7,0.72,25,8,6.78
1774,2637,0.7,0.72,25,6,5.71
1775,2637,0.7,0.72,25,3.85,4.4
1776,2637,0.7,0.72,25,2.6,3.15
1777,2637,0.7,0.72,25,1.44,2.05
1778,671.17,0.267,0.066,25,0.5,0.656
1779,671.17,0.267,0.066,25,0.41,0.558
1780,671.17,0.267,0.066,25,0.33,0.496
1781,671.17,0.267,0.066,25,0.25,0.394
1782,671.17,0.267,0.066,25,0.12,0.208
1783,643.25,0.247,0.075,25,0.5,0.587
1784,643.25,0.247,0.075,25,0.523,0.624
1785,643.25,0.247,0.075,25,0.455,0.547
1786,643.25,0.247,0.075,25,0.395,0.493
1787,643.25,0.247,0.075,25,0.325,0.431
1788,643.25,0.247,0.075,25,0.255,0.34
1789,643.25,0.247,0.075,25,0.184,0.263
1790,643.25,0.247,0.075,25,0.122,0.183
1791,643.25,0.247,0.075,25,0.067,0.117
1792,671.17,0.267,0.066,35,0.52,0.55
1793,671.17,0.267,0.066,35,0.46,0.5
1794,671.17,0.267,0.066,35,0.39,0.438
1795,671.17,0.267,0.066,35,0.325,0.391
1796,671.17,0.267,0.066,35,0.256,0.318
1797,671.17,0.267,0.066,35,0.182,0.244
1798,671.17,0.267,0.066,35,0.117,0.178
1799,671.17,0.267,0.066,35,0.0657,0.0885
1800,643.25,0.247,0.075,35,0.5,0.438
1801,643.25,0.247,0.075,35,0.43,0.384
1802,643.25,0.247,0.075,35,0.357,0.325
1803,643.25,0.247,0.075,35,0.287,0.267
1804,643.25,0.247,0.075,35,0.211,0.197
1805,643.25,0.247,0.075,35,0.15,0.147
